VarName,VarNumber,CodeValue,TableName,ORDINAL_POSITION,VarName1,CodeValue1,ValueLabel,Frequency,Percent
F1SYSCOD,16070,201320,HD2024,62,F1SYSCOD,201320,Sistema Universitario Ana G. Mendez,5,0.082
F1SYSCOD,16070,201350,HD2024,62,F1SYSCOD,201350,Southeast Missouri Hospital,1,0.016
F1SYSCOD,16070,201390,HD2024,62,F1SYSCOD,201390,Saint Joseph Hospital,1,0.016
F1SYSCOD,16070,201400,HD2024,62,F1SYSCOD,201400,Saint Joseph's Hospital Health Center,1,0.016
F1SYSCOD,16070,201410,HD2024,62,F1SYSCOD,201410,Saint Francis Medical Center,2,0.033
F1SYSCOD,16070,201440,HD2024,62,F1SYSCOD,201440,TechMission,1,0.016
F1SYSCOD,16070,201460,HD2024,62,F1SYSCOD,201460,The Chicago School of Professional Psychology,8,0.132
F1SYSCOD,16070,201470,HD2024,62,F1SYSCOD,201470,The Claremont Colleges,1,0.016
F1SYSCOD,16070,201480,HD2024,62,F1SYSCOD,201480,The RAND Corporation,1,0.016
F1SYSCOD,16070,201490,HD2024,62,F1SYSCOD,201490,The Santa Barbara and Ventura Colleges of Law,2,0.033
F1SYSCOD,16070,201500,HD2024,62,F1SYSCOD,201500,Touro University System,6,0.099
F1SYSCOD,16070,201510,HD2024,62,F1SYSCOD,201510,Tri-City Baptist Ministries,1,0.016
F1SYSCOD,16070,201528,HD2024,62,F1SYSCOD,201528,United Lutheran Seminary,1,0.016
F1SYSCOD,16070,201530,HD2024,62,F1SYSCOD,201530,Universidad Interamericana de Puerto Rico,12,0.198
F1SYSCOD,16070,201540,HD2024,62,F1SYSCOD,201540,Universidad Politecnica,1,0.016
F1SYSCOD,16070,201550,HD2024,62,F1SYSCOD,201550,University of Pittsburgh Medical Center,5,0.082
F1SYSCOD,16070,201570,HD2024,62,F1SYSCOD,201570,Whitworth University,2,0.033
F1SYSCOD,16070,201590,HD2024,62,F1SYSCOD,201590,Word of Life Fellowship Inc.,1,0.016
F1SYSCOD,16070,300010,HD2024,62,F1SYSCOD,300010,A Technological Advantage Inc.,4,0.066
F1SYSCOD,16070,300012,HD2024,62,F1SYSCOD,300012,Adtalem Global Education,17,0.28
F1SYSCOD,16070,300032,HD2024,62,F1SYSCOD,300032,American National University,2,0.033
F1SYSCOD,16070,300070,HD2024,62,F1SYSCOD,300070,STVT-AAI Education Inc.,22,0.362
F1SYSCOD,16070,300100,HD2024,62,F1SYSCOD,300100,Academy of Hair Design Inc.,6,0.099
F1SYSCOD,16070,300120,HD2024,62,F1SYSCOD,300120,Acupuncture Center Inc.,2,0.033
F1SYSCOD,16070,300160,HD2024,62,F1SYSCOD,300160,Allen School,3,0.049
F1SYSCOD,16070,300165,HD2024,62,F1SYSCOD,300165,"Alliant International University, Inc.",1,0.016
F1SYSCOD,16070,300167,HD2024,62,F1SYSCOD,300167,"Allied Health Programs FL, LLC",2,0.033
F1SYSCOD,16070,300210,HD2024,62,F1SYSCOD,300210,American Career College Inc.,3,0.049
F1SYSCOD,16070,300260,HD2024,62,F1SYSCOD,300260,American Educational College Inc.,1,0.016
F1SYSCOD,16070,300280,HD2024,62,F1SYSCOD,300280,American Higher Education Development Corporation,3,0.049
F1SYSCOD,16070,300290,HD2024,62,F1SYSCOD,300290,American Institute,1,0.016
F1SYSCOD,16070,300320,HD2024,62,F1SYSCOD,300320,American Public Education Inc.,1,0.016
F1SYSCOD,16070,300350,HD2024,62,F1SYSCOD,300350,Arthur's Beauty College Inc.,3,0.049
F1SYSCOD,16070,300361,HD2024,62,F1SYSCOD,300361,Aspen Group,2,0.033
F1SYSCOD,16070,300365,HD2024,62,F1SYSCOD,300365,ATA Holding Corp,3,0.049
F1SYSCOD,16070,300380,HD2024,62,F1SYSCOD,300380,Automeca Technical College Inc.,4,0.066
F1SYSCOD,16070,300390,HD2024,62,F1SYSCOD,300390,Automotive Training Center Inc.,2,0.033
F1SYSCOD,16070,300400,HD2024,62,F1SYSCOD,300400,Aveda Institute,24,0.395
F1SYSCOD,16070,300430,HD2024,62,F1SYSCOD,300430,Babylon Beauty School of Smithtown Inc.,1,0.016
F1SYSCOD,16070,300450,HD2024,62,F1SYSCOD,300450,Bayshire Academy of Beauty Craft Inc.,1,0.016
F1SYSCOD,16070,300470,HD2024,62,F1SYSCOD,300470,Beauty Boutique Inc.,2,0.033
F1SYSCOD,16070,300490,HD2024,62,F1SYSCOD,300490,Beauty Careers Institute Inc.,3,0.049
F1SYSCOD,16070,300500,HD2024,62,F1SYSCOD,300500,Beauty First joint corporation,1,0.016
F1SYSCOD,16070,300510,HD2024,62,F1SYSCOD,300510,Beauty World Corporation,1,0.016
F1SYSCOD,16070,300530,HD2024,62,F1SYSCOD,300530,Berkeley College/Berkeley Education Services,2,0.033
F1SYSCOD,16070,300550,HD2024,62,F1SYSCOD,300550,Bradford Schools Inc.,4,0.066
F1SYSCOD,16070,300555,HD2024,62,F1SYSCOD,300555,Branford Academy of Hair & Cosmetology,2,0.033
F1SYSCOD,16070,300570,HD2024,62,F1SYSCOD,300570,ZOVIO,1,0.016
F1SYSCOD,16070,300580,HD2024,62,F1SYSCOD,300580,Select Education Group,3,0.049
F1SYSCOD,16070,300620,HD2024,62,F1SYSCOD,300620,"Brookline College, LLC",4,0.066
F1SYSCOD,16070,300623,HD2024,62,F1SYSCOD,300623,Brown Aveda,2,0.033
F1SYSCOD,16070,300670,HD2024,62,F1SYSCOD,300670,Bullen and Wilson LLC,2,0.033
F1SYSCOD,16070,300690,HD2024,62,F1SYSCOD,300690,Clido Inc.,1,0.016
F1SYSCOD,16070,300700,HD2024,62,F1SYSCOD,300700,CNT CORPORATION,1,0.016
F1SYSCOD,16070,300760,HD2024,62,F1SYSCOD,300760,Campus Hollywood,3,0.049
F1SYSCOD,16070,300800,HD2024,62,F1SYSCOD,300800,Capri Schools of Beauty Culture Inc.,2,0.033
F1SYSCOD,16070,300820,HD2024,62,F1SYSCOD,300820,Career Care Institute Inc.,1,0.016
F1SYSCOD,16070,300840,HD2024,62,F1SYSCOD,300840,Perdoceo Education Corporation,4,0.066
F1SYSCOD,16070,300870,HD2024,62,F1SYSCOD,300870,Career Management Systems,4,0.066
F1SYSCOD,16070,300940,HD2024,62,F1SYSCOD,300940,Center for Professional Studies Inc.,1,0.016
F1SYSCOD,16070,300970,HD2024,62,F1SYSCOD,300970,Central State Beauty Academy,1,0.016
F1SYSCOD,16070,301005,HD2024,62,F1SYSCOD,301005,Coachella Valley Beauty College Inc,2,0.033
F1SYSCOD,16070,301015,HD2024,62,F1SYSCOD,301015,Cogswell Capital,12,0.198
F1SYSCOD,16070,301040,HD2024,62,F1SYSCOD,301040,College of Business and Technology Inc.,3,0.049
F1SYSCOD,16070,301080,HD2024,62,F1SYSCOD,301080,Columbia College Corporation,1,0.016
F1SYSCOD,16070,301160,HD2024,62,F1SYSCOD,301160,Compu-Med Vocational Careers Corp,1,0.016
F1SYSCOD,16070,301180,HD2024,62,F1SYSCOD,301180,Concorde Career Colleges Inc.,17,0.28
F1SYSCOD,16070,301310,HD2024,62,F1SYSCOD,301310,Crystal Lake Academy Inc.,1,0.016
F1SYSCOD,16070,301330,HD2024,62,F1SYSCOD,301330,D'Mart Institute Inc.,1,0.016
F1SYSCOD,16070,301475,HD2024,62,F1SYSCOD,301475,Diesel Driving Academy,2,0.033
F1SYSCOD,16070,301500,HD2024,62,F1SYSCOD,301500,Diversified Education Company,2,0.033
F1SYSCOD,16070,301520,HD2024,62,F1SYSCOD,301520,Dorsey School of Business Holdings Inc.,7,0.115
F1SYSCOD,16070,301555,HD2024,62,F1SYSCOD,301555,South University - Member LLC,10,0.165
F1SYSCOD,16070,301580,HD2024,62,F1SYSCOD,301580,Duran Rubero Beauty Center Inc.,1,0.016
F1SYSCOD,16070,301590,HD2024,62,F1SYSCOD,301590,EA Education Inc.,5,0.082
F1SYSCOD,16070,301600,HD2024,62,F1SYSCOD,301600,Novateur Education,1,0.016
F1SYSCOD,16070,301620,HD2024,62,F1SYSCOD,301620,EduK Group,1,0.016
F1SYSCOD,16070,301640,HD2024,62,F1SYSCOD,301640,EEG Inc.,72,1.186
F1SYSCOD,16070,301650,HD2024,62,F1SYSCOD,301650,EFC Trade,1,0.016
F1SYSCOD,16070,301680,HD2024,62,F1SYSCOD,301680,Edco Systems LP,3,0.049
F1SYSCOD,16070,301720,HD2024,62,F1SYSCOD,301720,Education Affiliates Inc.,36,0.593
F1SYSCOD,16070,301810,HD2024,62,F1SYSCOD,301810,Education Management Inc.,4,0.066
F1SYSCOD,16070,301865,HD2024,62,F1SYSCOD,301865,El Paso Trade School INC DVA Western Technical College,2,0.033
F1SYSCOD,16070,301890,HD2024,62,F1SYSCOD,301890,Empire Education Corporation,3,0.049
F1SYSCOD,16070,301910,HD2024,62,F1SYSCOD,301910,Employment Services Inc.,6,0.099
F1SYSCOD,16070,301920,HD2024,62,F1SYSCOD,301920,Empowerment Healthcare Schools,5,0.082
F1SYSCOD,16070,301950,HD2024,62,F1SYSCOD,301950,Escuela de Peritos Electricistas de Isabela Inc.,1,0.016
F1SYSCOD,16070,301975,HD2024,62,F1SYSCOD,301975,European Message Therapy Schools,2,0.033
F1SYSCOD,16070,301990,HD2024,62,F1SYSCOD,301990,Evergreen Cosmo Inc.,2,0.033
F1SYSCOD,16070,301995,HD2024,62,F1SYSCOD,301995,Excel Salon Products Incorporated,1,0.016
F1SYSCOD,16070,302010,HD2024,62,F1SYSCOD,302010,Fiegen & Bisenius Inc.,3,0.049
F1SYSCOD,16070,302060,HD2024,62,F1SYSCOD,302060,Fox Institute of Business Inc.,5,0.082
F1SYSCOD,16070,302090,HD2024,62,F1SYSCOD,302090,GFH Inc.,1,0.016
F1SYSCOD,16070,302140,HD2024,62,F1SYSCOD,302140,Gem City College,1,0.016
F1SYSCOD,16070,302150,HD2024,62,F1SYSCOD,302150,Gene Juarez Beauty Schools LLC,1,0.016
F1SYSCOD,16070,302155,HD2024,62,F1SYSCOD,302155,Genesis Career Group,2,0.033
F1SYSCOD,16070,302240,HD2024,62,F1SYSCOD,302240,Hays Academy of Hair Design,1,0.016
F1SYSCOD,16070,302245,HD2024,62,F1SYSCOD,302245,HCA Healthcare,1,0.016
F1SYSCOD,16070,302340,HD2024,62,F1SYSCOD,302340,House of Heavilin of Blue Springs Inc.,6,0.099
F1SYSCOD,16070,302360,HD2024,62,F1SYSCOD,302360,Houston Training Schools Inc.,2,0.033
F1SYSCOD,16070,302370,HD2024,62,F1SYSCOD,302370,Hunter Business School Inc.,1,0.016
F1SYSCOD,16070,302480,HD2024,62,F1SYSCOD,302480,Interactive Learning Systems Inc.,7,0.115
F1SYSCOD,16070,302530,HD2024,62,F1SYSCOD,302530,International Education Corporation,19,0.313
F1SYSCOD,16070,302550,HD2024,62,F1SYSCOD,302550,Iowa School of Beauty Inc.,2,0.033
F1SYSCOD,16070,302564,HD2024,62,F1SYSCOD,302564,"J & J of Virginia, Inc",3,0.049
F1SYSCOD,16070,302570,HD2024,62,F1SYSCOD,302570,J2D LLC,5,0.082
F1SYSCOD,16070,302600,HD2024,62,F1SYSCOD,302600,John Jay Beauty College Inc.,1,0.016
F1SYSCOD,16070,302620,HD2024,62,F1SYSCOD,302620,Joseph's Colleges of Beauty and Barbering,1,0.016
F1SYSCOD,16070,302630,HD2024,62,F1SYSCOD,302630,Kansas School of Barbering,1,0.016
F1SYSCOD,16070,302645,HD2024,62,F1SYSCOD,302645,"Kelly Education, Inc.",3,0.049
F1SYSCOD,16070,302700,HD2024,62,F1SYSCOD,302700,Kip Siu LLC,1,0.016
F1SYSCOD,16070,302740,HD2024,62,F1SYSCOD,302740,LTT Enterprises Inc.,6,0.099
F1SYSCOD,16070,302750,HD2024,62,F1SYSCOD,302750,La James International College,4,0.066
F1SYSCOD,16070,302780,HD2024,62,F1SYSCOD,302780,Latress Beauty Academy Inc.,1,0.016
F1SYSCOD,16070,302820,HD2024,62,F1SYSCOD,302820,Laurel Business Institute,2,0.033
F1SYSCOD,16070,302835,HD2024,62,F1SYSCOD,302835,Legacy Education LLC,2,0.033
F1SYSCOD,16070,302860,HD2024,62,F1SYSCOD,302860,Ogle School Management,9,0.148
F1SYSCOD,16070,302880,HD2024,62,F1SYSCOD,302880,Lincoln Barber College,2,0.033
F1SYSCOD,16070,302900,HD2024,62,F1SYSCOD,302900,Lincoln Educational Services,22,0.362
F1SYSCOD,16070,302910,HD2024,62,F1SYSCOD,302910,Loretta Paganini School of Cooking Inc.,1,0.016
F1SYSCOD,16070,302930,HD2024,62,F1SYSCOD,302930,M & S Media Inc.,7,0.115
F1SYSCOD,16070,303010,HD2024,62,F1SYSCOD,303010,Manuel and Theresa's School of Hair Design,3,0.049
F1SYSCOD,16070,303040,HD2024,62,F1SYSCOD,303040,Marian Health Careers Center,1,0.016
F1SYSCOD,16070,303090,HD2024,62,F1SYSCOD,303090,MediaTech Institute,2,0.033
F1SYSCOD,16070,303100,HD2024,62,F1SYSCOD,303100,Medical Dynamics Inc.,1,0.016
F1SYSCOD,16070,303180,HD2024,62,F1SYSCOD,303180,Midwest Technical Institute Inc.,3,0.049
F1SYSCOD,16070,303190,HD2024,62,F1SYSCOD,303190,Mikhail Education Corporation,4,0.066
F1SYSCOD,16070,303200,HD2024,62,F1SYSCOD,303200,Milan Institute,13,0.214
F1SYSCOD,16070,303260,HD2024,62,F1SYSCOD,303260,"Mississippi Institute of Aesthetics, Nails, & Cosmetology Inc.",1,0.016
F1SYSCOD,16070,303280,HD2024,62,F1SYSCOD,303280,Montano Pabon and Associates,1,0.016
F1SYSCOD,16070,303290,HD2024,62,F1SYSCOD,303290,Moored Associates LLC,2,0.033
F1SYSCOD,16070,303320,HD2024,62,F1SYSCOD,303320,MyComputerCareer.com Inc.,3,0.049
F1SYSCOD,16070,303340,HD2024,62,F1SYSCOD,303340,National Aviation Academy,2,0.033
F1SYSCOD,16070,303380,HD2024,62,F1SYSCOD,303380,National Education Seminars Inc.,1,0.016
F1SYSCOD,16070,303400,HD2024,62,F1SYSCOD,303400,New England Tractor Trailer Training of Massachusetts Inc.,1,0.016
F1SYSCOD,16070,303410,HD2024,62,F1SYSCOD,303410,New York Film Academy,1,0.016
F1SYSCOD,16070,303460,HD2024,62,F1SYSCOD,303460,North American Trade Schools Inc.,1,0.016
F1SYSCOD,16070,303470,HD2024,62,F1SYSCOD,303470,North Penn Business & Technical Institute Inc.,1,0.016
F1SYSCOD,16070,303480,HD2024,62,F1SYSCOD,303480,North-West College,12,0.198
F1SYSCOD,16070,303530,HD2024,62,F1SYSCOD,303530,Ohio State School of Cosmetology Corporation,3,0.049
F1SYSCOD,16070,303540,HD2024,62,F1SYSCOD,303540,Olympus Inc.,1,0.016
F1SYSCOD,16070,303550,HD2024,62,F1SYSCOD,303550,P & A Scholars Inc.,1,0.016
F1SYSCOD,16070,303580,HD2024,62,F1SYSCOD,303580,PJ's College of Cosmetology Inc.,4,0.066
F1SYSCOD,16070,303590,HD2024,62,F1SYSCOD,303590,Pacific College of Oriental Medicine,3,0.049
F1SYSCOD,16070,303610,HD2024,62,F1SYSCOD,303610,Paul Mitchell Advanced Education,58,0.955
F1SYSCOD,16070,303620,HD2024,62,F1SYSCOD,303620,Paul Mitchell The School,11,0.181
F1SYSCOD,16070,303635,HD2024,62,F1SYSCOD,303635,Peloton College,2,0.033
F1SYSCOD,16070,303650,HD2024,62,F1SYSCOD,303650,Pennco Institutes Inc.,2,0.033
F1SYSCOD,16070,303660,HD2024,62,F1SYSCOD,303660,Phagans Cosmetology Colleges,5,0.082
F1SYSCOD,16070,303680,HD2024,62,F1SYSCOD,303680,"Manufacturer’s Technical Institutes, Inc",1,0.016
F1SYSCOD,16070,303700,HD2024,62,F1SYSCOD,303700,Pivot Point International Inc.,2,0.033
F1SYSCOD,16070,303710,HD2024,62,F1SYSCOD,303710,Platt College LLC.,4,0.066
F1SYSCOD,16070,303740,HD2024,62,F1SYSCOD,303740,Porter and Chester,2,0.033
F1SYSCOD,16070,303745,HD2024,62,F1SYSCOD,303745,Poway Academy of Hair Design Inc.,2,0.033
F1SYSCOD,16070,303790,HD2024,62,F1SYSCOD,303790,Prince Careers Inc.,1,0.016
F1SYSCOD,16070,303800,HD2024,62,F1SYSCOD,303800,Prism Education Group,3,0.049
F1SYSCOD,16070,303810,HD2024,62,F1SYSCOD,303810,Professional Skills Inc.,1,0.016
F1SYSCOD,16070,303820,HD2024,62,F1SYSCOD,303820,Professional's Choice Hair Design Academy,1,0.016
F1SYSCOD,16070,303830,HD2024,62,F1SYSCOD,303830,Prospect Education,1,0.016
F1SYSCOD,16070,303840,HD2024,62,F1SYSCOD,303840,Qe2 Systems Inc.,1,0.016
F1SYSCOD,16070,303860,HD2024,62,F1SYSCOD,303860,R & M Beauty,4,0.066
F1SYSCOD,16070,303900,HD2024,62,F1SYSCOD,303900,Raphaels School of Beauty Culture Inc.,1,0.016
F1SYSCOD,16070,303910,HD2024,62,F1SYSCOD,303910,Rasmussen College LLC,6,0.099
F1SYSCOD,16070,303920,HD2024,62,F1SYSCOD,303920,Reed Jackson Holdings Inc.,1,0.016
F1SYSCOD,16070,303950,HD2024,62,F1SYSCOD,303950,DVMD LLC,2,0.033
F1SYSCOD,16070,303970,HD2024,62,F1SYSCOD,303970,Resource Productivity Management Inc.,1,0.016
F1SYSCOD,16070,304000,HD2024,62,F1SYSCOD,304000,Rob Roy Academy Inc.,4,0.066
F1SYSCOD,16070,304050,HD2024,62,F1SYSCOD,304050,"Ross Education, LLC",40,0.659
F1SYSCOD,16070,304070,HD2024,62,F1SYSCOD,304070,Rosslyn Training Academy of Cosmetology Inc.,1,0.016
F1SYSCOD,16070,304120,HD2024,62,F1SYSCOD,304120,SAE Institute Group Inc.,1,0.016
F1SYSCOD,16070,304130,HD2024,62,F1SYSCOD,304130,"Southern Technical Holdings, LLC",2,0.033
F1SYSCOD,16070,304150,HD2024,62,F1SYSCOD,304150,SSS Education Inc.,1,0.016
F1SYSCOD,16070,304180,HD2024,62,F1SYSCOD,304180,San Joaquin Valley College Inc.,30,0.494
F1SYSCOD,16070,304190,HD2024,62,F1SYSCOD,304190,Sanbarcollbuscom Inc.,1,0.016
F1SYSCOD,16070,304200,HD2024,62,F1SYSCOD,304200,Sapientis Educational Group Inc.,1,0.016
F1SYSCOD,16070,304215,HD2024,62,F1SYSCOD,304215,"SCI Acquisitions, Inc.",8,0.132
F1SYSCOD,16070,304230,HD2024,62,F1SYSCOD,304230,Silva and Lopez Associates Inc.,1,0.016
F1SYSCOD,16070,304255,HD2024,62,F1SYSCOD,304255,"Spartan Education Group, LLC",4,0.066
F1SYSCOD,16070,304270,HD2024,62,F1SYSCOD,304270,Steiner Education Group,7,0.115
F1SYSCOD,16070,304320,HD2024,62,F1SYSCOD,304320,Sterling School of Beauty Culture Inc.,3,0.049
F1SYSCOD,16070,304370,HD2024,62,F1SYSCOD,304370,"Strategic Education, Inc.",18,0.296
F1SYSCOD,16070,304420,HD2024,62,F1SYSCOD,304420,Sullivan University System,1,0.016
F1SYSCOD,16070,304450,HD2024,62,F1SYSCOD,304450,TBES Inc.,1,0.016
F1SYSCOD,16070,304480,HD2024,62,F1SYSCOD,304480,"Technical Education Services, Inc",10,0.165
F1SYSCOD,16070,304515,HD2024,62,F1SYSCOD,304515,The Esani Institute LLC.,2,0.033
F1SYSCOD,16070,304520,HD2024,62,F1SYSCOD,304520,The Fashion Institute of Design and Merchandising,1,0.016
F1SYSCOD,16070,304550,HD2024,62,F1SYSCOD,304550,The Salon Professional Academy,4,0.066
F1SYSCOD,16070,304580,HD2024,62,F1SYSCOD,304580,The Taft University System Inc.,1,0.016
F1SYSCOD,16070,304590,HD2024,62,F1SYSCOD,304590,Tint School of Makeup & Cosmetology,1,0.016
F1SYSCOD,16070,304600,HD2024,62,F1SYSCOD,304600,Total Looks Corporation,1,0.016
F1SYSCOD,16070,304650,HD2024,62,F1SYSCOD,304650,Tri-State Educational Systems Inc.,3,0.049
F1SYSCOD,16070,304660,HD2024,62,F1SYSCOD,304660,Triangle Tech Inc.,6,0.099
F1SYSCOD,16070,304670,HD2024,62,F1SYSCOD,304670,Tricoci University of Beauty Culture LLC,15,0.247
F1SYSCOD,16070,304690,HD2024,62,F1SYSCOD,304690,Triumph Higher Education Group,2,0.033
F1SYSCOD,16070,304700,HD2024,62,F1SYSCOD,304700,Tulsa Welding School Inc.,6,0.099
F1SYSCOD,16070,304730,HD2024,62,F1SYSCOD,304730,UCAS Inc.,6,0.099
F1SYSCOD,16070,304760,HD2024,62,F1SYSCOD,304760,Unitech Training Academy Inc.,6,0.099
F1SYSCOD,16070,304765,HD2024,62,F1SYSCOD,304765,United Group Services.,3,0.049
F1SYSCOD,16070,304770,HD2024,62,F1SYSCOD,304770,United Investments of Illinois Inc.,2,0.033
F1SYSCOD,16070,304780,HD2024,62,F1SYSCOD,304780,Unitek Information Systems,5,0.082
F1SYSCOD,16070,304790,HD2024,62,F1SYSCOD,304790,Universal College of Beauty Inc.,1,0.016
F1SYSCOD,16070,304800,HD2024,62,F1SYSCOD,304800,Universal Technical Institute Inc.,15,0.247
F1SYSCOD,16070,304810,HD2024,62,F1SYSCOD,304810,University of Northwestern Ohio,1,0.016
F1SYSCOD,16070,304820,HD2024,62,F1SYSCOD,304820,University of Phoenix,4,0.066
F1SYSCOD,16070,304840,HD2024,62,F1SYSCOD,304840,VCC Management LLC,4,0.066
F1SYSCOD,16070,304850,HD2024,62,F1SYSCOD,304850,Valley Training Centers Inc.,3,0.049
F1SYSCOD,16070,304880,HD2024,62,F1SYSCOD,304880,Venus Schools Inc.,1,0.016
F1SYSCOD,16070,304930,HD2024,62,F1SYSCOD,304930,WellSpring Resources Inc.,4,0.066
F1SYSCOD,16070,304950,HD2024,62,F1SYSCOD,304950,West Coast University Inc.,6,0.099
F1SYSCOD,16070,304970,HD2024,62,F1SYSCOD,304970,West Virginia Junior College Inc.,2,0.033
F1SYSCOD,16070,305020,HD2024,62,F1SYSCOD,305020,Xenon International Academy,1,0.016
F1SYSCOD,16070,305040,HD2024,62,F1SYSCOD,305040,York Technical Institute LLC,2,0.033
F1SYSCOD,16070,400010,HD2024,62,F1SYSCOD,400010,Institute of Allied Medical Professions,1,0.016
F1SYSCOD,16070,-1,HD2024,62,F1SYSCOD,-1,Not reported,36,0.593
F1SYSCOD,16070,-2,HD2024,62,F1SYSCOD,-2,Not applicable,3744,61.66
CBSA,16086,10100,HD2024,63,CBSA,10100,"Aberdeen, SD",1,0.016
CBSA,16086,10140,HD2024,63,CBSA,10140,"Aberdeen, WA",1,0.016
CBSA,16086,10180,HD2024,63,CBSA,10180,"Abilene, TX",5,0.082
CBSA,16086,10220,HD2024,63,CBSA,10220,"Ada, OK",2,0.033
CBSA,16086,10300,HD2024,63,CBSA,10300,"Adrian, MI",2,0.033
CBSA,16086,10380,HD2024,63,CBSA,10380,"Aguadilla, PR",10,0.165
CBSA,16086,10420,HD2024,63,CBSA,10420,"Akron, OH",9,0.148
CBSA,16086,10460,HD2024,63,CBSA,10460,"Alamogordo, NM",1,0.016
CBSA,16086,10480,HD2024,63,CBSA,10480,"Alamosa, CO",1,0.016
CBSA,16086,10500,HD2024,63,CBSA,10500,"Albany, GA",3,0.049
CBSA,16086,10540,HD2024,63,CBSA,10540,"Albany, OR",1,0.016
CBSA,16086,10580,HD2024,63,CBSA,10580,"Albany-Schenectady-Troy, NY",27,0.445
CBSA,16086,10620,HD2024,63,CBSA,10620,"Albemarle, NC",2,0.033
CBSA,16086,10700,HD2024,63,CBSA,10700,"Albertville, AL",2,0.033
CBSA,16086,10740,HD2024,63,CBSA,10740,"Albuquerque, NM",12,0.198
CBSA,16086,10760,HD2024,63,CBSA,10760,"Alexander City, AL",1,0.016
CBSA,16086,10780,HD2024,63,CBSA,10780,"Alexandria, LA",6,0.099
CBSA,16086,10820,HD2024,63,CBSA,10820,"Alexandria, MN",1,0.016
CBSA,16086,10900,HD2024,63,CBSA,10900,"Allentown-Bethlehem-Easton, PA-NJ",23,0.379
CBSA,16086,10940,HD2024,63,CBSA,10940,"Alma, MI",1,0.016
CBSA,16086,10980,HD2024,63,CBSA,10980,"Alpena, MI",1,0.016
CBSA,16086,11020,HD2024,63,CBSA,11020,"Altoona, PA",5,0.082
CBSA,16086,11060,HD2024,63,CBSA,11060,"Altus, OK",2,0.033
CBSA,16086,11100,HD2024,63,CBSA,11100,"Amarillo, TX",5,0.082
CBSA,16086,11140,HD2024,63,CBSA,11140,"Americus, GA",2,0.033
CBSA,16086,11180,HD2024,63,CBSA,11180,"Ames, IA",2,0.033
CBSA,16086,11200,HD2024,63,CBSA,11200,"Amherst Town-Northampton, MA",6,0.099
CBSA,16086,11220,HD2024,63,CBSA,11220,"Amsterdam, NY",1,0.016
CBSA,16086,11260,HD2024,63,CBSA,11260,"Anchorage, AK",5,0.082
CBSA,16086,11360,HD2024,63,CBSA,11360,"Anderson Creek, NC",2,0.033
CBSA,16086,11420,HD2024,63,CBSA,11420,"Angola, IN",2,0.033
CBSA,16086,11460,HD2024,63,CBSA,11460,"Ann Arbor, MI",5,0.082
CBSA,16086,11500,HD2024,63,CBSA,11500,"Anniston-Oxford, AL",1,0.016
CBSA,16086,11540,HD2024,63,CBSA,11540,"Appleton, WI",4,0.066
CBSA,16086,11620,HD2024,63,CBSA,11620,"Ardmore, OK",1,0.016
CBSA,16086,11640,HD2024,63,CBSA,11640,"Arecibo, PR",7,0.115
CBSA,16086,11660,HD2024,63,CBSA,11660,"Arkadelphia, AR",2,0.033
CBSA,16086,11680,HD2024,63,CBSA,11680,"Arkansas City-Winfield, KS",2,0.033
CBSA,16086,11700,HD2024,63,CBSA,11700,"Asheville, NC",10,0.165
CBSA,16086,11740,HD2024,63,CBSA,11740,"Ashland, OH",2,0.033
CBSA,16086,11820,HD2024,63,CBSA,11820,"Astoria, OR",2,0.033
CBSA,16086,11860,HD2024,63,CBSA,11860,"Atchison, KS",1,0.016
CBSA,16086,11900,HD2024,63,CBSA,11900,"Athens, OH",3,0.049
CBSA,16086,11940,HD2024,63,CBSA,11940,"Athens, TN",2,0.033
CBSA,16086,11980,HD2024,63,CBSA,11980,"Athens, TX",1,0.016
CBSA,16086,12020,HD2024,63,CBSA,12020,"Athens-Clarke County, GA",4,0.066
CBSA,16086,12060,HD2024,63,CBSA,12060,"Atlanta-Sandy Springs-Roswell, GA",72,1.186
CBSA,16086,12100,HD2024,63,CBSA,12100,"Atlantic City-Hammonton, NJ",4,0.066
CBSA,16086,12180,HD2024,63,CBSA,12180,"Auburn, NY",3,0.049
CBSA,16086,12220,HD2024,63,CBSA,12220,"Auburn-Opelika, AL",3,0.049
CBSA,16086,12260,HD2024,63,CBSA,12260,"Augusta-Richmond County, GA-SC",10,0.165
CBSA,16086,12300,HD2024,63,CBSA,12300,"Augusta-Waterville, ME",4,0.066
CBSA,16086,12380,HD2024,63,CBSA,12380,"Austin, MN",1,0.016
CBSA,16086,12420,HD2024,63,CBSA,12420,"Austin-Round Rock-San Marcos, TX",30,0.494
CBSA,16086,12540,HD2024,63,CBSA,12540,"Bakersfield-Delano, CA",12,0.198
CBSA,16086,12580,HD2024,63,CBSA,12580,"Baltimore-Columbia-Towson, MD",45,0.741
CBSA,16086,12620,HD2024,63,CBSA,12620,"Bangor, ME",6,0.099
CBSA,16086,12700,HD2024,63,CBSA,12700,"Barnstable Town, MA",3,0.049
CBSA,16086,12740,HD2024,63,CBSA,12740,"Barre, VT",5,0.082
CBSA,16086,12780,HD2024,63,CBSA,12780,"Bartlesville, OK",1,0.016
CBSA,16086,12860,HD2024,63,CBSA,12860,"Batavia, NY",2,0.033
